r_out p_out y_out r_disturb p_disturb y_disturb y_ref p_ref r_ref time
0.07 0.08 -0.01 0.09 -0.02 0.47 0.00 0.04 0.04 18.596
0.07 0.09 -0.02 0.10 -0.01 0.45 0.00 0.04 0.04 18.606
0.08 0.10 -0.02 0.11 0.00 0.43 0.00 0.04 0.04 18.616
0.09 0.12 -0.03 0.11 0.02 0.42 0.00 0.04 0.04 18.626
0.10 0.13 -0.03 0.12 0.04 0.40 0.00 0.04 0.04 18.636
0.11 0.15 -0.03 0.13 0.05 0.38 0.00 0.04 0.04 18.646
0.11 0.16 -0.03 0.14 0.07 0.36 0.00 0.04 0.04 18.656
0.12 0.17 -0.02 0.15 0.10 0.34 0.00 0.04 0.04 18.666
0.13 0.18 -0.02 0.16 0.12 0.32 0.00 0.04 0.04 18.676
0.13 0.19 -0.01 0.17 0.14 0.30 0.00 0.04 0.04 18.686
0.14 0.19 -0.00 0.18 0.17 0.28 0.00 0.04 0.04 18.696
0.14 0.18 0.01 0.18 0.20 0.26 0.00 0.04 0.04 18.706
0.13 0.17 0.02 0.19 0.22 0.25 0.00 0.04 0.04 18.716
0.13 0.15 0.03 0.19 0.25 0.23 0.00 0.04 0.04 18.726
0.11 0.12 0.03 0.19 0.27 0.21 0.00 0.04 0.04 18.736
0.10 0.10 0.04 0.20 0.30 0.20 0.00 0.04 0.04 18.746
0.08 0.06 0.05 0.20 0.32 0.18 0.00 0.04 0.04 18.756
0.07 0.03 0.05 0.21 0.34 0.17 0.00 0.04 0.04 18.766
0.07 0.00 0.06 0.21 0.36 0.15 0.00 0.04 0.04 18.776
0.06 -0.02 0.06 0.22 0.38 0.14 0.00 0.04 0.04 18.786
0.06 -0.04 0.06 0.22 0.40 0.12 0.00 0.04 0.04 18.796
0.05 -0.05 0.06 0.21 0.42 0.11 0.00 0.04 0.04 18.806
0.04 -0.07 0.06 0.21 0.44 0.09 0.00 0.04 0.04 18.816
0.04 -0.08 0.07 0.20 0.46 0.08 0.00 0.04 0.04 18.826
0.03 -0.09 0.07 0.19 0.47 0.07 0.00 0.04 0.04 18.836
0.02 -0.10 0.07 0.19 0.48 0.06 0.00 0.04 0.04 18.846
0.02 -0.11 0.08 0.19 0.48 0.05 0.00 0.04 0.04 18.856
0.02 -0.11 0.08 0.18 0.49 0.04 0.00 0.04 0.04 18.866
0.02 -0.11 0.09 0.18 0.49 0.03 0.00 0.04 0.04 18.876
0.02 -0.11 0.09 0.18 0.49 0.02 0.00 0.04 0.04 18.886
0.02 -0.11 0.09 0.18 0.49 0.01 0.00 0.04 0.04 18.896
0.02 -0.10 0.09 0.17 0.49 -0.00 0.00 0.04 0.04 18.906
0.02 -0.10 0.09 0.17 0.49 -0.01 0.00 0.04 0.04 18.916
0.02 -0.10 0.08 0.17 0.50 -0.02 0.00 0.04 0.04 18.926
0.02 -0.09 0.08 0.17 0.50 -0.03 0.00 0.04 0.04 18.936
0.02 -0.09 0.07 0.17 0.50 -0.04 0.00 0.04 0.04 18.946
0.02 -0.08 0.07 0.17 0.50 -0.04 0.00 0.04 0.04 18.956
0.01 -0.07 0.07 0.16 0.50 -0.05 0.00 0.04 0.04 18.966
0.01 -0.06 0.07 0.16 0.50 -0.05 0.00 0.04 0.04 18.976
0.00 -0.05 0.07 0.16 0.50 -0.05 0.00 0.04 0.04 18.986
-0.00 -0.03 0.07 0.16 0.49 -0.06 0.00 0.04 0.04 18.996
-0.01 -0.02 0.07 0.16 0.49 -0.06 0.00 0.04 0.04 19.006
-0.01 -0.01 0.08 0.16 0.49 -0.06 0.00 0.04 0.04 19.016
-0.02 0.00 0.08 0.16 0.49 -0.06 0.00 0.04 0.04 19.026
-0.02 0.01 0.08 0.16 0.49 -0.06 0.00 0.04 0.04 19.036
-0.03 0.02 0.09 0.16 0.49 -0.06 0.00 0.04 0.04 19.046
-0.03 0.03 0.09 0.16 0.49 -0.06 0.00 0.04 0.04 19.056
-0.04 0.03 0.09 0.16 0.48 -0.06 0.00 0.04 0.04 19.066
-0.04 0.04 0.09 0.16 0.48 -0.06 0.00 0.04 0.04 19.076
-0.04 0.04 0.09 0.16 0.48 -0.05 0.00 0.04 0.04 19.086
-0.04 0.04 0.10 0.16 0.48 -0.05 0.00 0.04 0.04 19.095
-0.04 0.04 0.10 0.16 0.48 -0.05 0.00 0.04 0.04 19.104
-0.04 0.04 0.10 0.16 0.48 -0.05 0.00 0.04 0.04 19.113
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.122
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.131
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.140
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.150
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.160
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.170
-0.04 0.04 0.10 0.16 0.47 -0.05 0.00 0.04 0.04 19.180
-0.04 0.04 0.10 0.17 0.47 -0.05 0.00 0.04 0.04 19.190
-0.04 0.04 0.10 0.17 0.47 -0.05 0.00 0.04 0.04 19.200
-0.04 0.04 0.10 0.17 0.47 -0.05 0.00 0.04 0.04 19.210
-0.04 0.04 0.09 0.17 0.47 -0.05 0.00 0.04 0.04 19.220
-0.04 0.04 0.08 0.17 0.47 -0.05 0.00 0.04 0.04 19.230
-0.04 0.04 0.07 0.17 0.47 -0.05 0.00 0.04 0.04 19.240
-0.04 0.03 0.06 0.17 0.47 -0.05 0.00 0.04 0.04 19.250
-0.04 0.03 0.05 0.17 0.47 -0.04 0.00 0.04 0.04 19.260
-0.04 0.03 0.04 0.17 0.47 -0.04 0.00 0.04 0.04 19.270
-0.04 0.03 0.03 0.17 0.47 -0.04 0.00 0.04 0.04 19.280
-0.04 0.03 0.03 0.17 0.46 -0.04 0.00 0.04 0.04 19.290
-0.04 0.03 0.02 0.17 0.46 -0.03 0.00 0.04 0.04 19.300
-0.05 0.03 0.02 0.17 0.46 -0.03 0.00 0.04 0.04 19.310
-0.05 0.03 0.02 0.17 0.46 -0.03 0.00 0.04 0.04 19.320
-0.05 0.03 0.02 0.17 0.46 -0.03 0.00 0.04 0.04 19.330
-0.05 0.03 0.01 0.17 0.46 -0.03 0.00 0.04 0.04 19.340
-0.05 0.02 0.01 0.17 0.46 -0.03 0.00 0.04 0.04 19.350
-0.05 0.02 0.01 0.17 0.46 -0.03 0.00 0.04 0.04 19.360
-0.04 0.02 0.01 0.17 0.46 -0.03 0.00 0.04 0.04 19.370
-0.04 0.02 0.00 0.17 0.45 -0.03 0.00 0.04 0.04 19.380
-0.04 0.02 0.00 0.17 0.45 -0.03 0.00 0.04 0.04 19.390
-0.03 0.02 0.00 0.17 0.45 -0.03 0.00 0.04 0.04 19.400
-0.03 0.02 0.00 0.17 0.45 -0.03 0.00 0.04 0.04 19.411
-0.03 0.02 0.00 0.17 0.45 -0.03 0.00 0.04 0.04 19.420
-0.02 0.03 0.01 0.17 0.45 -0.03 0.00 0.04 0.04 19.430
-0.02 0.03 0.01 0.17 0.45 -0.03 0.00 0.04 0.04 19.440
-0.02 0.04 0.01 0.17 0.45 -0.03 0.00 0.04 0.04 19.450
-0.01 0.04 0.01 0.17 0.45 -0.03 0.00 0.04 0.04 19.460
-0.01 0.05 0.01 0.17 0.45 -0.03 0.00 0.04 0.04 19.470
-0.01 0.05 0.02 0.17 0.45 -0.03 0.00 0.04 0.04 19.480
-0.01 0.06 0.02 0.17 0.45 -0.03 0.00 0.04 0.04 19.490
-0.01 0.06 0.02 0.17 0.45 -0.03 0.00 0.04 0.04 19.500
-0.01 0.06 0.02 0.17 0.45 -0.03 0.00 0.04 0.04 19.510
-0.01 0.06 0.02 0.17 0.45 -0.03 0.00 0.04 0.04 19.520
-0.01 0.06 0.02 0.17 0.45 -0.03 0.00 0.04 0.04 19.530
-0.01 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.541
-0.01 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.550
-0.01 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.561
-0.01 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.570
-0.01 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.581
-0.00 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.590
-0.00 0.06 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.600
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.611
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.620
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.631
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.641
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.651
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.661
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.671
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.681
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.691
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.701
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.711
-0.00 0.06 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.721
-0.00 0.05 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.731
-0.01 0.05 0.01 0.18 0.45 -0.03 0.00 0.04 0.04 19.741
-0.01 0.05 0.02 0.18 0.45 -0.03 0.00 0.04 0.04 19.751
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.761
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.771
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.781
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.791
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.801
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.811
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.821
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.831
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.841
-0.01 0.05 0.02 0.17 0.45 -0.02 0.00 0.04 0.04 19.851
-0.01 0.05 0.02 0.17 0.45 -0.02 0.00 0.04 0.04 19.861
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.871
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.881
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.891
-0.01 0.05 0.02 0.18 0.45 -0.02 0.00 0.04 0.04 19.901
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.911
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.921
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.931
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.941
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.951
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.961
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.971
-0.01 0.05 0.02 0.18 0.44 -0.02 0.00 0.04 0.04 19.981
-0.01 0.05 0.03 0.18 0.44 -0.02 0.00 0.04 0.04 19.991
-0.01 0.04 0.03 0.18 0.44 -0.02 0.00 0.04 0.04 20.001
-0.01 0.04 0.03 0.18 0.43 -0.02 0.00 0.04 0.04 20.011
-0.01 0.04 0.03 0.18 0.43 -0.02 0.00 0.04 0.04 20.021
-0.01 0.04 0.03 0.18 0.43 -0.02 0.00 0.04 0.04 20.031
-0.01 0.03 0.03 0.18 0.42 -0.02 0.00 0.04 0.04 20.041
-0.01 0.03 0.03 0.18 0.42 -0.02 0.00 0.04 0.04 20.051
-0.01 0.02 0.03 0.18 0.41 -0.01 0.00 0.04 0.04 20.061
-0.01 0.02 0.03 0.18 0.41 -0.01 0.00 0.04 0.04 20.071
-0.01 0.01 0.03 0.18 0.40 -0.01 0.00 0.04 0.04 20.081
-0.01 0.01 0.03 0.18 0.39 -0.01 0.00 0.04 0.04 20.091
-0.01 0.01 0.03 0.18 0.38 -0.01 0.00 0.04 0.04 20.101
-0.01 0.00 0.03 0.18 0.37 -0.01 0.00 0.04 0.04 20.111
-0.01 0.00 0.03 0.18 0.36 -0.01 0.00 0.04 0.04 20.121
-0.01 0.00 0.03 0.18 0.35 -0.01 0.00 0.04 0.04 20.131
-0.02 0.00 0.03 0.18 0.34 -0.01 0.00 0.04 0.04 20.141
-0.02 0.00 0.03 0.18 0.33 -0.01 0.00 0.04 0.04 20.151
-0.02 0.00 0.03 0.17 0.32 -0.00 0.00 0.04 0.04 20.161
-0.03 0.00 0.03 0.17 0.31 -0.00 0.00 0.04 0.04 20.171
-0.03 0.00 0.03 0.17 0.29 0.00 0.00 0.04 0.04 20.181
-0.03 0.00 0.03 0.17 0.28 0.00 0.00 0.04 0.04 20.191
-0.03 0.00 0.03 0.17 0.26 0.00 0.00 0.04 0.04 20.201
-0.03 -0.00 0.03 0.16 0.25 0.00 0.00 0.04 0.04 20.211
-0.03 -0.01 0.03 0.16 0.23 0.00 0.00 0.04 0.04 20.221
-0.03 -0.01 0.03 0.16 0.22 0.01 0.50 0.50 0.50 20.231
-0.03 -0.02 0.03 0.16 0.20 0.01 0.50 0.50 0.50 20.241
-0.03 -0.02 0.03 0.16 0.18 0.01 0.50 0.50 0.50 20.251
-0.03 -0.03 0.03 0.16 0.16 0.01 0.50 0.50 0.50 20.261
-0.03 -0.02 0.03 0.16 0.15 0.01 0.50 0.50 0.50 20.271
-0.03 -0.02 0.03 0.15 0.13 0.01 0.50 0.50 0.50 20.281
-0.02 0.01 0.04 0.15 0.11 0.01 0.50 0.50 0.50 20.291
-0.01 0.05 0.09 0.15 0.10 0.02 0.50 0.50 0.50 20.301
0.02 0.10 0.17 0.15 0.08 0.01 0.50 0.50 0.50 20.311
0.09 0.14 0.25 0.14 0.06 0.01 0.50 0.50 0.50 20.321
0.19 0.19 0.33 0.15 0.04 0.02 0.50 0.50 0.50 20.331
0.28 0.24 0.42 0.15 0.02 0.02 0.50 0.50 0.50 20.341
0.37 0.29 0.50 0.15 -0.00 0.03 0.50 0.50 0.50 20.351
0.46 0.33 0.56 0.14 -0.02 0.03 0.50 0.50 0.50 20.361
0.53 0.39 0.61 0.14 -0.03 0.04 0.50 0.50 0.50 20.371
0.60 0.45 0.64 0.14 -0.05 0.05 0.50 0.50 0.50 20.381
0.65 0.50 0.64 0.13 -0.06 0.05 0.50 0.50 0.50 20.391
0.68 0.55 0.64 0.13 -0.07 0.06 0.50 0.50 0.50 20.401
0.70 0.60 0.64 0.13 -0.08 0.06 0.50 0.50 0.50 20.411
0.70 0.64 0.64 0.12 -0.08 0.07 0.50 0.50 0.50 20.421
0.69 0.68 0.62 0.12 -0.09 0.07 0.50 0.50 0.50 20.431
0.67 0.70 0.60 0.12 -0.10 0.07 0.50 0.50 0.50 20.441
0.66 0.72 0.58 0.12 -0.10 0.07 0.50 0.50 0.50 20.451
0.64 0.73 0.55 0.12 -0.10 0.07 0.50 0.50 0.50 20.461
0.62 0.73 0.52 0.12 -0.11 0.06 0.50 0.50 0.50 20.471
0.61 0.73 0.51 0.12 -0.11 0.06 0.50 0.50 0.50 20.481
0.60 0.72 0.49 0.12 -0.11 0.06 0.50 0.50 0.50 20.491
0.60 0.72 0.48 0.12 -0.12 0.05 0.50 0.50 0.50 20.501
0.60 0.71 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.511
0.60 0.70 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.521
0.59 0.68 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.531
0.59 0.67 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.541
0.59 0.65 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.551
0.59 0.63 0.47 0.12 -0.11 0.05 0.50 0.50 0.50 20.561
0.59 0.61 0.47 0.12 -0.11 0.05 0.50 0.50 0.50 20.571
0.58 0.59 0.47 0.12 -0.11 0.05 0.50 0.50 0.50 20.581
0.58 0.57 0.47 0.12 -0.11 0.05 0.50 0.50 0.50 20.591
0.57 0.55 0.46 0.12 -0.12 0.05 0.50 0.50 0.50 20.602
0.57 0.53 0.46 0.12 -0.12 0.05 0.50 0.50 0.50 20.611
0.56 0.51 0.46 0.12 -0.12 0.05 0.50 0.50 0.50 20.621
0.55 0.49 0.46 0.12 -0.12 0.05 0.50 0.50 0.50 20.631
0.55 0.48 0.46 0.12 -0.12 0.05 0.50 0.50 0.50 20.641
0.54 0.47 0.46 0.12 -0.12 0.05 0.50 0.50 0.50 20.651
0.53 0.46 0.46 0.11 -0.12 0.06 0.50 0.50 0.50 20.661
0.53 0.46 0.47 0.11 -0.12 0.06 0.50 0.50 0.50 20.671
0.52 0.45 0.47 0.11 -0.12 0.06 0.50 0.50 0.50 20.681
0.52 0.45 0.47 0.11 -0.12 0.06 0.50 0.50 0.50 20.691
0.52 0.45 0.47 0.11 -0.12 0.06 0.50 0.50 0.50 20.701
0.51 0.45 0.47 0.11 -0.13 0.06 0.50 0.50 0.50 20.711
0.51 0.45 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.721
0.51 0.45 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.731
0.51 0.45 0.47 0.12 -0.12 0.06 0.50 0.50 0.50 20.741
0.51 0.45 0.47 0.12 -0.12 0.06 0.50 0.50 0.50 20.751
0.51 0.45 0.47 0.12 -0.12 0.06 0.50 0.50 0.50 20.761
0.50 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.771
0.50 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.782
0.50 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.792
0.50 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.802
0.49 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.812
0.49 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.822
0.49 0.46 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.832
0.49 0.46 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.842
0.49 0.46 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.852
0.49 0.46 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.862
0.49 0.46 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.872
0.49 0.46 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.882
0.49 0.46 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.892
0.49 0.47 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.902
0.49 0.47 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.912
0.49 0.48 0.47 0.12 -0.13 0.05 0.50 0.50 0.50 20.922
0.49 0.48 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.932
0.49 0.49 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.942
0.49 0.49 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.952
0.49 0.50 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.962
0.49 0.50 0.47 0.12 -0.13 0.06 0.50 0.50 0.50 20.972
0.49 0.50 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.982
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 20.992
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.002
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.012
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.022
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.032
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.042
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.052
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.062
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.072
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.081
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.091
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.101
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.111
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.122
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.132
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.141
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.151
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.161
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.171
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.181
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.191
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.201
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.211
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.221
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.231
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.241
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.251
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.261
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.271
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.281
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.291
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.301
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.311
0.50 0.51 0.48 0.12 -0.12 0.05 0.50 0.50 0.50 21.321
0.50 0.51 0.48 0.12 -0.12 0.05 0.50 0.50 0.50 21.331
0.50 0.51 0.48 0.12 -0.12 0.05 0.50 0.50 0.50 21.341
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.351
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.361
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.371
0.50 0.51 0.47 0.12 -0.12 0.05 0.50 0.50 0.50 21.381
0.50 0.51 0.47 0.13 -0.12 0.05 0.50 0.50 0.50 21.391
0.50 0.51 0.47 0.13 -0.13 0.05 0.50 0.50 0.50 21.401
0.50 0.50 0.47 0.13 -0.13 0.05 0.50 0.50 0.50 21.411
0.50 0.50 0.47 0.13 -0.13 0.05 0.50 0.50 0.50 21.421
0.50 0.50 0.47 0.13 -0.13 0.05 0.50 0.50 0.50 21.431
0.50 0.49 0.46 0.13 -0.14 0.05 0.50 0.50 0.50 21.441
0.50 0.49 0.46 0.13 -0.15 0.05 0.50 0.50 0.50 21.451
0.50 0.48 0.46 0.13 -0.15 0.06 0.50 0.50 0.50 21.461
0.50 0.47 0.46 0.13 -0.16 0.06 0.50 0.50 0.50 21.471
0.50 0.46 0.47 0.13 -0.17 0.06 0.50 0.50 0.50 21.481
0.49 0.45 0.47 0.13 -0.17 0.07 0.50 0.50 0.50 21.491
0.49 0.44 0.47 0.13 -0.18 0.08 0.50 0.50 0.50 21.501
0.49 0.44 0.48 0.12 -0.19 0.09 0.50 0.50 0.50 21.511
0.49 0.43 0.48 0.12 -0.20 0.09 0.50 0.50 0.50 21.521
0.49 0.43 0.49 0.11 -0.21 0.10 0.50 0.50 0.50 21.531
0.48 0.43 0.49 0.11 -0.22 0.12 0.50 0.50 0.50 21.541
0.48 0.43 0.50 0.10 -0.23 0.13 0.50 0.50 0.50 21.551
0.48 0.44 0.51 0.09 -0.24 0.14 0.50 0.50 0.50 21.562
0.48 0.44 0.52 0.09 -0.25 0.15 0.50 0.50 0.50 21.571
0.48 0.45 0.53 0.08 -0.26 0.17 0.50 0.50 0.50 21.581
0.48 0.45 0.54 0.07 -0.27 0.19 0.50 0.50 0.50 21.591
0.48 0.46 0.56 0.06 -0.28 0.20 0.50 0.50 0.50 21.601
0.49 0.47 0.57 0.04 -0.29 0.22 0.50 0.50 0.50 21.611
0.49 0.47 0.59 0.03 -0.30 0.24 0.50 0.50 0.50 21.621
0.49 0.48 0.61 0.01 -0.30 0.27 0.50 0.50 0.50 21.631
0.49 0.49 0.63 -0.00 -0.31 0.29 0.50 0.50 0.50 21.641
0.49 0.49 0.64 -0.02 -0.31 0.32 0.50 0.50 0.50 21.651
0.50 0.49 0.65 -0.04 -0.31 0.34 0.50 0.50 0.50 21.661
0.50 0.49 0.65 -0.06 -0.32 0.37 0.50 0.50 0.50 21.671
0.50 0.49 0.64 -0.08 -0.32 0.40 0.50 0.50 0.50 21.681
0.50 0.48 0.63 -0.10 -0.32 0.42 0.50 0.50 0.50 21.691
0.51 0.48 0.62 -0.11 -0.32 0.45 0.50 0.50 0.50 21.701
0.51 0.48 0.59 -0.13 -0.32 0.47 0.50 0.50 0.50 21.711
0.51 0.49 0.57 -0.15 -0.32 0.49 0.50 0.50 0.50 21.721
0.51 0.49 0.54 -0.16 -0.32 0.51 0.50 0.50 0.50 21.731
0.51 0.49 0.52 -0.18 -0.31 0.53 0.50 0.50 0.50 21.741
0.51 0.50 0.50 -0.19 -0.31 0.55 0.50 0.50 0.50 21.751
0.51 0.50 0.49 -0.20 -0.31 0.57 0.50 0.50 0.50 21.761
0.52 0.51 0.48 -0.21 -0.30 0.59 0.50 0.50 0.50 21.771
0.52 0.51 0.48 -0.22 -0.30 0.60 0.50 0.50 0.50 21.781
0.53 0.52 0.48 -0.23 -0.29 0.61 0.50 0.50 0.50 21.791
0.54 0.53 0.47 -0.23 -0.28 0.62 0.50 0.50 0.50 21.801
0.54 0.54 0.47 -0.23 -0.28 0.62 0.50 0.50 0.50 21.811
0.55 0.55 0.46 -0.23 -0.27 0.62 0.50 0.50 0.50 21.821
0.55 0.57 0.45 -0.23 -0.26 0.61 0.50 0.50 0.50 21.831
0.56 0.58 0.44 -0.22 -0.26 0.60 0.50 0.50 0.50 21.841
0.56 0.60 0.42 -0.21 -0.25 0.59 0.50 0.50 0.50 21.851
0.56 0.62 0.41 -0.20 -0.24 0.57 0.50 0.50 0.50 21.861
0.56 0.64 0.39 -0.19 -0.24 0.55 0.50 0.50 0.50 21.871
0.56 0.65 0.38 -0.18 -0.23 0.53 0.50 0.50 0.50 21.881
0.57 0.67 0.37 -0.17 -0.23 0.51 0.50 0.50 0.50 21.891
0.57 0.69 0.36 -0.16 -0.22 0.50 0.50 0.50 0.50 21.901
0.57 0.70 0.36 -0.15 -0.22 0.48 0.50 0.50 0.50 21.911
0.56 0.71 0.37 -0.14 -0.21 0.47 0.50 0.50 0.50 21.921
0.56 0.71 0.39 -0.14 -0.21 0.46 0.50 0.50 0.50 21.931
0.54 0.69 0.41 -0.13 -0.21 0.45 0.50 0.50 0.50 21.941
