r_out p_out y_out r_disturb p_disturb y_disturb y_ref p_ref r_ref time
-0.01 -0.07 0.03 -0.04 0.09 -0.11 0.00 -0.00 0.00 32.222
-0.02 -0.08 0.03 -0.04 0.09 -0.11 0.00 0.00 0.00 32.232
-0.02 -0.08 0.03 -0.03 0.09 -0.12 0.02 0.02 0.02 32.242
-0.02 -0.08 0.03 -0.03 0.08 -0.12 0.03 0.03 0.03 32.252
-0.02 -0.07 0.03 -0.03 0.08 -0.12 0.05 0.05 0.05 32.262
-0.03 -0.07 0.04 -0.03 0.07 -0.12 0.07 0.07 0.07 32.272
-0.03 -0.06 0.04 -0.03 0.07 -0.12 0.08 0.08 0.08 32.282
-0.03 -0.05 0.05 -0.03 0.07 -0.13 0.10 0.10 0.10 32.292
-0.03 -0.03 0.06 -0.02 0.06 -0.13 0.11 0.11 0.11 32.302
-0.03 -0.01 0.08 -0.02 0.06 -0.13 0.13 0.13 0.13 32.312
-0.03 0.01 0.10 -0.02 0.06 -0.13 0.14 0.14 0.14 32.322
-0.03 0.04 0.12 -0.02 0.06 -0.13 0.16 0.16 0.16 32.332
-0.03 0.07 0.13 -0.02 0.06 -0.13 0.17 0.17 0.17 32.342
-0.03 0.10 0.15 -0.02 0.06 -0.13 0.19 0.19 0.19 32.352
-0.03 0.13 0.17 -0.02 0.06 -0.13 0.20 0.20 0.20 32.362
-0.02 0.16 0.18 -0.02 0.06 -0.13 0.22 0.22 0.22 32.372
-0.01 0.18 0.19 -0.02 0.06 -0.13 0.23 0.23 0.23 32.382
0.01 0.20 0.21 -0.02 0.06 -0.13 0.24 0.24 0.24 32.392
0.04 0.22 0.22 -0.02 0.05 -0.13 0.26 0.26 0.26 32.402
0.07 0.24 0.24 -0.02 0.05 -0.13 0.27 0.27 0.27 32.412
0.11 0.26 0.26 -0.02 0.05 -0.13 0.28 0.28 0.28 32.422
0.14 0.27 0.28 -0.02 0.06 -0.13 0.30 0.30 0.30 32.432
0.18 0.29 0.29 -0.02 0.06 -0.13 0.31 0.31 0.31 32.442
0.21 0.31 0.31 -0.02 0.06 -0.13 0.32 0.32 0.32 32.452
0.25 0.32 0.33 -0.02 0.06 -0.13 0.33 0.33 0.33 32.462
0.28 0.34 0.34 -0.02 0.06 -0.13 0.34 0.34 0.34 32.472
0.31 0.36 0.35 -0.02 0.06 -0.13 0.36 0.36 0.36 32.482
0.33 0.37 0.36 -0.02 0.06 -0.13 0.37 0.37 0.37 32.492
0.36 0.39 0.37 -0.02 0.06 -0.13 0.38 0.38 0.38 32.502
0.38 0.40 0.38 -0.02 0.06 -0.13 0.39 0.39 0.39 32.512
0.40 0.42 0.39 -0.02 0.06 -0.13 0.40 0.40 0.40 32.522
0.41 0.43 0.40 -0.02 0.06 -0.14 0.41 0.41 0.41 32.532
0.42 0.44 0.41 -0.02 0.07 -0.14 0.42 0.42 0.42 32.542
0.43 0.45 0.43 -0.02 0.07 -0.14 0.42 0.42 0.42 32.552
0.44 0.46 0.44 -0.02 0.07 -0.14 0.43 0.43 0.43 32.562
0.45 0.47 0.45 -0.02 0.07 -0.14 0.44 0.44 0.44 32.572
0.46 0.48 0.46 -0.02 0.07 -0.14 0.45 0.45 0.45 32.582
0.47 0.49 0.47 -0.02 0.07 -0.14 0.45 0.45 0.45 32.592
0.48 0.49 0.48 -0.02 0.07 -0.14 0.46 0.46 0.46 32.602
0.48 0.50 0.49 -0.02 0.07 -0.14 0.47 0.47 0.47 32.612
0.49 0.51 0.50 -0.02 0.07 -0.14 0.47 0.47 0.47 32.622
0.50 0.51 0.50 -0.02 0.07 -0.14 0.48 0.48 0.48 32.632
0.51 0.52 0.51 -0.02 0.07 -0.14 0.48 0.48 0.48 32.642
0.52 0.52 0.52 -0.02 0.07 -0.14 0.49 0.49 0.49 32.652
0.53 0.52 0.52 -0.02 0.07 -0.14 0.49 0.49 0.49 32.663
0.53 0.53 0.53 -0.02 0.07 -0.14 0.49 0.49 0.49 32.674
0.54 0.53 0.53 -0.02 0.07 -0.14 0.50 0.50 0.50 32.684
0.55 0.53 0.54 -0.02 0.07 -0.14 0.50 0.50 0.50 32.694
0.56 0.53 0.54 -0.02 0.07 -0.14 0.50 0.50 0.50 32.704
0.56 0.54 0.55 -0.02 0.07 -0.14 0.50 0.50 0.50 32.714
0.57 0.54 0.55 -0.02 0.07 -0.14 0.50 0.50 0.50 32.724
0.57 0.54 0.55 -0.02 0.07 -0.14 0.50 0.50 0.50 32.734
0.57 0.54 0.56 -0.02 0.07 -0.14 0.50 0.50 0.50 32.744
0.58 0.54 0.56 -0.02 0.07 -0.14 0.50 0.50 0.50 32.754
0.58 0.54 0.56 -0.02 0.07 -0.14 0.50 0.50 0.50 32.764
0.58 0.54 0.56 -0.02 0.07 -0.14 0.50 0.50 0.50 32.774
0.58 0.54 0.56 -0.02 0.07 -0.14 0.49 0.49 0.49 32.784
0.58 0.54 0.56 -0.02 0.07 -0.13 0.49 0.49 0.49 32.794
0.58 0.54 0.56 -0.02 0.07 -0.13 0.49 0.49 0.49 32.804
0.58 0.54 0.56 -0.02 0.07 -0.13 0.48 0.48 0.48 32.814
0.58 0.54 0.56 -0.02 0.07 -0.13 0.48 0.48 0.48 32.824
0.58 0.54 0.56 -0.02 0.07 -0.13 0.47 0.47 0.47 32.834
0.58 0.54 0.56 -0.02 0.07 -0.13 0.47 0.47 0.47 32.844
0.58 0.54 0.56 -0.02 0.07 -0.13 0.46 0.46 0.46 32.854
0.58 0.54 0.56 -0.02 0.07 -0.13 0.46 0.46 0.46 32.864
0.58 0.54 0.56 -0.02 0.07 -0.13 0.45 0.45 0.45 32.874
0.58 0.54 0.56 -0.02 0.07 -0.13 0.44 0.44 0.44 32.884
0.58 0.54 0.56 -0.02 0.07 -0.13 0.43 0.43 0.43 32.894
0.58 0.54 0.56 -0.02 0.07 -0.13 0.43 0.43 0.43 32.904
0.58 0.53 0.56 -0.02 0.07 -0.13 0.42 0.42 0.42 32.914
0.58 0.53 0.54 -0.01 0.07 -0.13 0.41 0.41 0.41 32.924
0.58 0.52 0.53 -0.01 0.07 -0.13 0.40 0.40 0.40 32.935
0.57 0.51 0.50 -0.01 0.07 -0.13 0.39 0.39 0.39 32.944
0.56 0.50 0.48 -0.01 0.07 -0.13 0.38 0.38 0.38 32.954
0.53 0.48 0.45 -0.01 0.07 -0.13 0.37 0.37 0.37 32.965
0.51 0.46 0.42 -0.01 0.07 -0.13 0.36 0.36 0.36 32.974
0.49 0.44 0.39 -0.01 0.07 -0.13 0.35 0.35 0.35 32.985
0.46 0.42 0.37 -0.01 0.07 -0.13 0.34 0.34 0.34 32.994
0.43 0.40 0.35 -0.01 0.07 -0.13 0.32 0.32 0.32 33.004
0.41 0.38 0.33 -0.01 0.07 -0.13 0.31 0.31 0.31 33.015
0.38 0.35 0.32 -0.01 0.06 -0.13 0.30 0.30 0.30 33.024
0.36 0.32 0.30 -0.01 0.06 -0.13 0.29 0.29 0.29 33.035
0.34 0.29 0.29 -0.01 0.06 -0.13 0.27 0.27 0.27 33.044
0.32 0.27 0.29 -0.01 0.06 -0.13 0.26 0.26 0.26 33.055
0.30 0.25 0.28 -0.01 0.05 -0.12 0.25 0.25 0.25 33.064
0.28 0.23 0.27 -0.01 0.05 -0.12 0.23 0.23 0.23 33.075
0.26 0.21 0.26 -0.01 0.05 -0.12 0.22 0.22 0.22 33.084
0.25 0.19 0.24 -0.01 0.04 -0.12 0.21 0.21 0.21 33.095
0.23 0.18 0.23 -0.01 0.04 -0.12 0.19 0.19 0.19 33.104
0.21 0.16 0.21 -0.01 0.04 -0.11 0.18 0.18 0.18 33.115
0.19 0.15 0.20 -0.01 0.03 -0.11 0.16 0.16 0.16 33.124
0.17 0.14 0.18 -0.00 0.03 -0.11 0.15 0.15 0.15 33.135
0.15 0.13 0.16 -0.00 0.03 -0.11 0.13 0.13 0.13 33.144
0.14 0.12 0.14 -0.00 0.02 -0.11 0.12 0.12 0.12 33.155
0.12 0.11 0.13 -0.00 0.02 -0.10 0.10 0.10 0.10 33.164
0.10 0.09 0.11 -0.00 0.01 -0.10 0.09 0.09 0.09 33.174
0.09 0.07 0.10 0.00 0.01 -0.10 0.07 0.07 0.07 33.184
0.07 0.06 0.09 0.00 0.00 -0.09 0.05 0.05 0.05 33.194
0.06 0.04 0.08 0.00 -0.00 -0.09 0.04 0.04 0.04 33.204
0.04 0.03 0.07 0.00 -0.01 -0.09 0.02 0.02 0.02 33.214
0.02 0.01 0.06 0.00 -0.02 -0.08 0.01 0.01 0.01 33.224
0.00 -0.01 0.04 0.00 -0.02 -0.08 -0.01 -0.01 -0.01 33.234
-0.01 -0.03 0.03 0.00 -0.03 -0.07 -0.02 -0.02 -0.02 33.244
-0.03 -0.05 0.02 0.00 -0.04 -0.06 -0.04 -0.04 -0.04 33.254
-0.05 -0.07 0.01 0.00 -0.05 -0.06 -0.05 -0.05 -0.05 33.264
-0.07 -0.09 -0.01 0.00 -0.05 -0.05 -0.07 -0.07 -0.07 33.274
-0.09 -0.11 -0.02 0.00 -0.06 -0.05 -0.09 -0.09 -0.09 33.284
-0.10 -0.12 -0.03 0.00 -0.07 -0.04 -0.10 -0.10 -0.10 33.294
-0.12 -0.14 -0.05 0.00 -0.08 -0.03 -0.12 -0.12 -0.12 33.304
-0.14 -0.15 -0.07 -0.00 -0.08 -0.03 -0.13 -0.13 -0.13 33.314
-0.16 -0.16 -0.08 -0.00 -0.09 -0.02 -0.15 -0.15 -0.15 33.324
-0.18 -0.17 -0.10 -0.00 -0.10 -0.01 -0.16 -0.16 -0.16 33.334
-0.20 -0.18 -0.12 -0.01 -0.10 -0.01 -0.18 -0.18 -0.18 33.344
-0.21 -0.19 -0.14 -0.01 -0.11 0.00 -0.19 -0.19 -0.19 33.354
-0.23 -0.20 -0.16 -0.01 -0.11 0.01 -0.21 -0.21 -0.21 33.365
-0.27 -0.22 -0.20 -0.01 -0.12 0.02 -0.22 -0.22 -0.22 33.375
-0.29 -0.24 -0.21 -0.02 -0.12 0.03 -0.24 -0.24 -0.24 33.385
-0.30 -0.25 -0.22 -0.02 -0.13 0.03 -0.25 -0.25 -0.25 33.395
-0.32 -0.26 -0.23 -0.03 -0.13 0.04 -0.26 -0.26 -0.26 33.405
-0.34 -0.28 -0.25 -0.03 -0.14 0.05 -0.28 -0.28 -0.28 33.415
-0.35 -0.29 -0.26 -0.03 -0.14 0.06 -0.29 -0.29 -0.29 33.425
-0.37 -0.30 -0.27 -0.04 -0.14 0.07 -0.30 -0.30 -0.30 33.435
-0.38 -0.31 -0.29 -0.04 -0.15 0.07 -0.31 -0.31 -0.31 33.445
-0.40 -0.32 -0.30 -0.05 -0.15 0.08 -0.33 -0.33 -0.33 33.455
-0.41 -0.33 -0.31 -0.05 -0.16 0.09 -0.34 -0.34 -0.34 33.465
-0.43 -0.34 -0.33 -0.06 -0.16 0.10 -0.35 -0.35 -0.35 33.475
-0.44 -0.35 -0.34 -0.07 -0.16 0.11 -0.36 -0.36 -0.36 33.485
-0.45 -0.36 -0.34 -0.07 -0.17 0.12 -0.37 -0.37 -0.37 33.495
-0.46 -0.37 -0.35 -0.08 -0.17 0.13 -0.38 -0.38 -0.38 33.505
-0.48 -0.38 -0.36 -0.08 -0.17 0.14 -0.39 -0.39 -0.39 33.515
-0.49 -0.39 -0.36 -0.09 -0.18 0.16 -0.40 -0.40 -0.40 33.525
-0.51 -0.40 -0.37 -0.10 -0.18 0.17 -0.41 -0.41 -0.41 33.534
-0.51 -0.40 -0.37 -0.11 -0.18 0.19 -0.42 -0.42 -0.42 33.544
-0.53 -0.40 -0.37 -0.12 -0.19 0.21 -0.43 -0.43 -0.43 33.554
-0.55 -0.41 -0.37 -0.13 -0.19 0.23 -0.43 -0.43 -0.43 33.564
-0.57 -0.41 -0.38 -0.14 -0.19 0.24 -0.44 -0.44 -0.44 33.574
-0.59 -0.41 -0.38 -0.15 -0.19 0.26 -0.45 -0.45 -0.45 33.584
-0.61 -0.42 -0.39 -0.16 -0.19 0.28 -0.46 -0.46 -0.46 33.594
-0.62 -0.41 -0.40 -0.17 -0.20 0.30 -0.46 -0.46 -0.46 33.604
-0.64 -0.41 -0.41 -0.18 -0.20 0.31 -0.47 -0.47 -0.47 33.614
-0.65 -0.41 -0.42 -0.19 -0.20 0.33 -0.47 -0.47 -0.47 33.624
-0.66 -0.41 -0.44 -0.20 -0.20 0.34 -0.48 -0.48 -0.48 33.634
-0.68 -0.41 -0.45 -0.21 -0.20 0.36 -0.48 -0.48 -0.48 33.644
-0.69 -0.41 -0.47 -0.22 -0.19 0.37 -0.49 -0.49 -0.49 33.654
-0.69 -0.42 -0.48 -0.23 -0.19 0.39 -0.49 -0.49 -0.49 33.664
-0.69 -0.42 -0.49 -0.24 -0.19 0.40 -0.49 -0.49 -0.49 33.674
-0.68 -0.44 -0.50 -0.25 -0.19 0.42 -0.50 -0.50 -0.50 33.684
-0.66 -0.45 -0.50 -0.26 -0.19 0.44 -0.50 -0.50 -0.50 33.694
-0.65 -0.46 -0.50 -0.26 -0.18 0.45 -0.50 -0.50 -0.50 33.704
-0.63 -0.47 -0.49 -0.27 -0.18 0.47 -0.50 -0.50 -0.50 33.714
-0.61 -0.48 -0.48 -0.28 -0.17 0.49 -0.50 -0.50 -0.50 33.724
-0.60 -0.50 -0.47 -0.29 -0.17 0.51 -0.50 -0.50 -0.50 33.734
-0.58 -0.51 -0.47 -0.30 -0.17 0.53 -0.50 -0.50 -0.50 33.744
-0.57 -0.52 -0.47 -0.31 -0.16 0.55 -0.50 -0.50 -0.50 33.754
-0.56 -0.53 -0.47 -0.32 -0.16 0.57 -0.50 -0.50 -0.50 33.764
-0.55 -0.54 -0.48 -0.32 -0.15 0.58 -0.50 -0.50 -0.50 33.774
-0.55 -0.54 -0.49 -0.33 -0.15 0.59 -0.49 -0.49 -0.49 33.784
-0.55 -0.55 -0.50 -0.34 -0.14 0.60 -0.49 -0.49 -0.49 33.794
-0.55 -0.55 -0.52 -0.34 -0.14 0.62 -0.49 -0.49 -0.49 33.804
-0.55 -0.55 -0.53 -0.35 -0.13 0.63 -0.48 -0.48 -0.48 33.814
-0.55 -0.55 -0.53 -0.35 -0.13 0.64 -0.48 -0.48 -0.48 33.824
-0.54 -0.56 -0.53 -0.36 -0.12 0.65 -0.47 -0.47 -0.47 33.834
-0.54 -0.56 -0.53 -0.36 -0.12 0.66 -0.47 -0.47 -0.47 33.844
-0.54 -0.56 -0.52 -0.36 -0.11 0.67 -0.46 -0.46 -0.46 33.854
-0.53 -0.56 -0.51 -0.37 -0.11 0.67 -0.46 -0.46 -0.46 33.864
-0.52 -0.56 -0.51 -0.37 -0.10 0.68 -0.45 -0.45 -0.45 33.874
-0.51 -0.55 -0.50 -0.37 -0.10 0.69 -0.44 -0.44 -0.44 33.884
-0.49 -0.55 -0.50 -0.37 -0.09 0.69 -0.43 -0.43 -0.43 33.894
-0.47 -0.54 -0.50 -0.37 -0.09 0.70 -0.43 -0.43 -0.43 33.904
-0.45 -0.53 -0.51 -0.37 -0.08 0.70 -0.42 -0.42 -0.42 33.914
-0.43 -0.52 -0.51 -0.38 -0.08 0.71 -0.41 -0.41 -0.41 33.924
-0.41 -0.50 -0.51 -0.38 -0.07 0.72 -0.40 -0.40 -0.40 33.934
-0.39 -0.49 -0.51 -0.38 -0.07 0.72 -0.39 -0.39 -0.39 33.944
-0.37 -0.47 -0.52 -0.38 -0.07 0.72 -0.38 -0.38 -0.38 33.954
-0.33 -0.44 -0.52 -0.37 -0.06 0.73 -0.37 -0.37 -0.37 33.964
-0.32 -0.43 -0.51 -0.37 -0.06 0.73 -0.36 -0.36 -0.36 33.974
-0.30 -0.41 -0.50 -0.37 -0.05 0.73 -0.35 -0.35 -0.35 33.984
-0.29 -0.40 -0.48 -0.37 -0.05 0.73 -0.34 -0.34 -0.34 33.994
-0.28 -0.39 -0.46 -0.37 -0.05 0.73 -0.32 -0.32 -0.32 34.004
-0.27 -0.37 -0.43 -0.37 -0.05 0.73 -0.31 -0.31 -0.31 34.014
-0.25 -0.36 -0.40 -0.37 -0.04 0.73 -0.30 -0.30 -0.30 34.024
-0.24 -0.35 -0.37 -0.37 -0.04 0.73 -0.29 -0.29 -0.29 34.034
-0.22 -0.34 -0.35 -0.37 -0.04 0.73 -0.27 -0.27 -0.27 34.044
-0.21 -0.33 -0.33 -0.36 -0.05 0.72 -0.26 -0.26 -0.26 34.054
-0.19 -0.32 -0.31 -0.36 -0.05 0.72 -0.25 -0.25 -0.25 34.064
-0.17 -0.31 -0.30 -0.36 -0.05 0.71 -0.23 -0.23 -0.23 34.074
-0.15 -0.30 -0.29 -0.35 -0.05 0.70 -0.22 -0.22 -0.22 34.084
-0.14 -0.29 -0.28 -0.35 -0.06 0.69 -0.21 -0.21 -0.21 34.094
-0.12 -0.27 -0.27 -0.35 -0.06 0.68 -0.19 -0.19 -0.19 34.104
-0.11 -0.26 -0.25 -0.34 -0.06 0.68 -0.18 -0.18 -0.18 34.114
-0.09 -0.25 -0.24 -0.34 -0.06 0.67 -0.16 -0.16 -0.16 34.124
-0.07 -0.24 -0.21 -0.34 -0.07 0.67 -0.15 -0.15 -0.15 34.133
-0.06 -0.22 -0.19 -0.33 -0.07 0.66 -0.13 -0.13 -0.13 34.144
-0.04 -0.21 -0.16 -0.33 -0.07 0.66 -0.12 -0.12 -0.12 34.154
-0.03 -0.19 -0.13 -0.33 -0.07 0.65 -0.10 -0.10 -0.10 34.164
-0.01 -0.18 -0.10 -0.33 -0.07 0.65 -0.09 -0.09 -0.09 34.174
0.00 -0.16 -0.07 -0.33 -0.07 0.65 -0.07 -0.07 -0.07 34.184
0.02 -0.15 -0.05 -0.32 -0.08 0.64 -0.05 -0.05 -0.05 34.194
0.03 -0.13 -0.03 -0.32 -0.08 0.64 -0.04 -0.04 -0.04 34.203
0.04 -0.12 -0.02 -0.32 -0.08 0.63 -0.02 -0.02 -0.02 34.213
0.05 -0.09 -0.02 -0.31 -0.08 0.62 -0.01 -0.01 -0.01 34.223
0.06 -0.07 -0.01 -0.31 -0.09 0.61 0.01 0.01 0.01 34.233
0.07 -0.04 0.00 -0.30 -0.09 0.60 0.02 0.02 0.02 34.243
0.08 -0.02 0.01 -0.30 -0.09 0.59 0.04 0.04 0.04 34.253
0.09 0.01 0.02 -0.29 -0.09 0.58 0.05 0.05 0.05 34.263
0.09 0.04 0.04 -0.29 -0.09 0.57 0.07 0.07 0.07 34.273
0.10 0.06 0.06 -0.28 -0.10 0.55 0.09 0.09 0.09 34.283
0.11 0.09 0.08 -0.28 -0.10 0.54 0.10 0.10 0.10 34.293
0.12 0.12 0.10 -0.27 -0.10 0.53 0.12 0.12 0.12 34.303
0.13 0.14 0.13 -0.26 -0.10 0.51 0.13 0.13 0.13 34.313
0.14 0.16 0.15 -0.26 -0.11 0.50 0.15 0.15 0.15 34.323
0.15 0.18 0.16 -0.25 -0.11 0.48 0.16 0.16 0.16 34.333
0.16 0.20 0.18 -0.24 -0.11 0.47 0.18 0.18 0.18 34.343
0.17 0.22 0.20 -0.23 -0.11 0.45 0.19 0.19 0.19 34.353
0.18 0.24 0.21 -0.23 -0.11 0.44 0.21 0.21 0.21 34.363
0.19 0.25 0.23 -0.22 -0.11 0.42 0.22 0.22 0.22 34.373
0.20 0.27 0.24 -0.21 -0.11 0.41 0.23 0.23 0.23 34.383
0.20 0.28 0.26 -0.21 -0.11 0.39 0.25 0.25 0.25 34.393
0.21 0.30 0.27 -0.20 -0.12 0.38 0.26 0.26 0.26 34.403
0.22 0.31 0.29 -0.19 -0.12 0.36 0.27 0.27 0.27 34.413
0.23 0.32 0.30 -0.18 -0.12 0.35 0.29 0.29 0.29 34.423
0.23 0.34 0.32 -0.18 -0.12 0.34 0.30 0.30 0.30 34.433
0.24 0.35 0.33 -0.17 -0.12 0.32 0.31 0.31 0.31 34.443
0.25 0.37 0.35 -0.16 -0.12 0.31 0.32 0.32 0.32 34.453
0.25 0.39 0.37 -0.16 -0.12 0.30 0.34 0.34 0.34 34.463
0.26 0.40 0.38 -0.15 -0.12 0.28 0.35 0.35 0.35 34.473
0.26 0.42 0.40 -0.14 -0.12 0.27 0.36 0.36 0.36 34.483
0.27 0.44 0.42 -0.13 -0.12 0.25 0.37 0.37 0.37 34.493
0.27 0.45 0.43 -0.13 -0.12 0.24 0.38 0.38 0.38 34.503
0.28 0.46 0.44 -0.12 -0.12 0.22 0.39 0.39 0.39 34.513
0.28 0.48 0.45 -0.11 -0.12 0.21 0.40 0.40 0.40 34.523
0.28 0.49 0.46 -0.10 -0.12 0.19 0.41 0.41 0.41 34.533
0.28 0.50 0.46 -0.09 -0.12 0.18 0.42 0.42 0.42 34.543
0.29 0.51 0.47 -0.09 -0.11 0.16 0.43 0.43 0.43 34.553
0.30 0.52 0.47 -0.08 -0.11 0.15 0.43 0.43 0.43 34.563
0.31 0.52 0.47 -0.07 -0.11 0.13 0.44 0.44 0.44 34.573
0.33 0.53 0.47 -0.06 -0.11 0.11 0.45 0.45 0.45 34.583
0.36 0.53 0.48 -0.05 -0.11 0.10 0.46 0.46 0.46 34.593
0.38 0.54 0.48 -0.05 -0.11 0.08 0.46 0.46 0.46 34.603
0.40 0.55 0.49 -0.04 -0.10 0.07 0.47 0.47 0.47 34.613
0.42 0.55 0.50 -0.03 -0.10 0.05 0.47 0.47 0.47 34.623
0.44 0.56 0.51 -0.02 -0.10 0.04 0.48 0.48 0.48 34.633
0.46 0.57 0.52 -0.02 -0.09 0.02 0.48 0.48 0.48 34.643
0.47 0.58 0.53 -0.01 -0.09 0.01 0.49 0.49 0.49 34.653
0.49 0.59 0.53 -0.00 -0.08 -0.01 0.49 0.49 0.49 34.663
0.50 0.60 0.54 0.01 -0.08 -0.02 0.49 0.49 0.49 34.673
0.50 0.60 0.54 0.01 -0.08 -0.04 0.50 0.50 0.50 34.683
0.51 0.60 0.53 0.02 -0.07 -0.05 0.50 0.50 0.50 34.693
0.51 0.60 0.53 0.03 -0.07 -0.07 0.50 0.50 0.50 34.703
0.51 0.60 0.53 0.03 -0.06 -0.08 0.50 0.50 0.50 34.713
0.52 0.59 0.53 0.04 -0.06 -0.10 0.50 0.50 0.50 34.723
0.52 0.58 0.52 0.05 -0.06 -0.11 0.50 0.50 0.50 34.733
0.53 0.57 0.52 0.05 -0.05 -0.12 0.50 0.50 0.50 34.743
0.54 0.55 0.52 0.06 -0.05 -0.14 0.50 0.50 0.50 34.753
0.54 0.54 0.52 0.07 -0.05 -0.15 0.50 0.50 0.50 34.763
0.55 0.52 0.52 0.07 -0.05 -0.16 0.50 0.50 0.50 34.773
0.56 0.50 0.52 0.08 -0.04 -0.18 0.49 0.49 0.49 34.783
0.57 0.49 0.52 0.09 -0.04 -0.19 0.49 0.49 0.49 34.793
0.57 0.48 0.53 0.10 -0.04 -0.20 0.49 0.49 0.49 34.803
0.57 0.47 0.53 0.10 -0.04 -0.21 0.48 0.48 0.48 34.813
0.58 0.47 0.53 0.11 -0.03 -0.23 0.48 0.48 0.48 34.823
0.58 0.47 0.53 0.12 -0.03 -0.24 0.47 0.47 0.47 34.833
0.59 0.47 0.53 0.12 -0.03 -0.25 0.47 0.47 0.47 34.843
0.59 0.47 0.52 0.13 -0.02 -0.27 0.46 0.46 0.46 34.853
0.60 0.48 0.52 0.14 -0.02 -0.28 0.46 0.46 0.46 34.863
0.60 0.48 0.52 0.15 -0.02 -0.29 0.45 0.45 0.45 34.873
0.61 0.48 0.51 0.15 -0.02 -0.30 0.44 0.44 0.44 34.883
0.61 0.48 0.50 0.16 -0.01 -0.32 0.43 0.43 0.43 34.893
0.61 0.48 0.50 0.17 -0.01 -0.33 0.43 0.43 0.43 34.903
0.62 0.48 0.49 0.17 -0.00 -0.34 0.42 0.42 0.42 34.913
0.62 0.48 0.48 0.18 -0.00 -0.36 0.41 0.41 0.41 34.923
0.63 0.48 0.47 0.19 0.00 -0.37 0.40 0.40 0.40 34.933
0.63 0.48 0.46 0.19 0.01 -0.38 0.39 0.39 0.39 34.943
0.62 0.47 0.45 0.20 0.01 -0.39 0.38 0.38 0.38 34.953
0.60 0.47 0.44 0.20 0.02 -0.41 0.37 0.37 0.37 34.964
0.57 0.46 0.43 0.21 0.03 -0.42 0.36 0.36 0.36 34.973
0.54 0.44 0.41 0.21 0.03 -0.43 0.35 0.35 0.35 34.983
0.51 0.43 0.40 0.22 0.04 -0.44 0.34 0.34 0.34 34.993
0.48 0.41 0.38 0.22 0.04 -0.45 0.32 0.32 0.32 35.003
0.44 0.39 0.37 0.22 0.05 -0.46 0.31 0.31 0.31 35.013
0.41 0.36 0.35 0.23 0.05 -0.47 0.30 0.30 0.30 35.023
0.37 0.34 0.34 0.23 0.05 -0.48 0.29 0.29 0.29 35.033
0.35 0.31 0.33 0.24 0.05 -0.48 0.27 0.27 0.27 35.043
0.32 0.28 0.32 0.24 0.05 -0.49 0.26 0.26 0.26 35.053
0.29 0.25 0.32 0.24 0.05 -0.49 0.25 0.25 0.25 35.063
0.27 0.22 0.31 0.24 0.05 -0.49 0.23 0.23 0.23 35.073
0.25 0.19 0.31 0.24 0.05 -0.49 0.22 0.22 0.22 35.083
0.22 0.16 0.31 0.24 0.05 -0.49 0.21 0.21 0.21 35.093
0.20 0.14 0.31 0.24 0.04 -0.49 0.19 0.19 0.19 35.103
0.17 0.12 0.31 0.24 0.04 -0.49 0.18 0.18 0.18 35.113
0.15 0.11 0.31 0.24 0.04 -0.49 0.16 0.16 0.16 35.123
0.13 0.09 0.31 0.24 0.04 -0.49 0.15 0.15 0.15 35.133
0.11 0.08 0.29 0.24 0.04 -0.49 0.13 0.13 0.13 35.143
0.09 0.07 0.27 0.24 0.03 -0.49 0.12 0.12 0.12 35.153
0.07 0.06 0.24 0.24 0.03 -0.49 0.10 0.10 0.10 35.163
0.06 0.05 0.20 0.25 0.03 -0.50 0.09 0.09 0.09 35.173
0.04 0.04 0.16 0.25 0.03 -0.50 0.07 0.07 0.07 35.183
0.03 0.03 0.11 0.25 0.03 -0.51 0.05 0.05 0.05 35.193
0.01 0.02 0.08 0.25 0.03 -0.51 0.04 0.04 0.04 35.203
-0.00 0.01 0.03 0.25 0.03 -0.52 0.02 0.02 0.02 35.213
-0.02 -0.00 0.00 0.25 0.04 -0.52 0.01 0.01 0.01 35.223
-0.03 -0.01 -0.03 0.25 0.04 -0.52 0.01 0.01 0.01 35.233
-0.04 -0.03 -0.05 0.25 0.04 -0.53 0.01 0.01 0.01 35.243
-0.06 -0.04 -0.07 0.25 0.04 -0.53 0.01 0.01 0.01 35.253
-0.07 -0.05 -0.08 0.25 0.05 -0.54 0.01 0.01 0.01 35.263
-0.09 -0.07 -0.09 0.25 0.05 -0.54 0.01 0.01 0.01 35.273
-0.10 -0.09 -0.09 0.25 0.05 -0.54 0.01 0.01 0.01 35.281
-0.12 -0.10 -0.09 0.25 0.05 -0.55 0.01 0.01 0.01 35.291
-0.13 -0.11 -0.10 0.25 0.05 -0.55 0.01 0.01 0.01 35.302
-0.15 -0.12 -0.10 0.25 0.05 -0.55 0.01 0.01 0.01 35.312
-0.15 -0.13 -0.10 0.25 0.05 -0.56 0.01 0.01 0.01 35.322
-0.16 -0.13 -0.11 0.25 0.05 -0.56 0.01 0.01 0.01 35.332
-0.15 -0.13 -0.11 0.25 0.05 -0.57 0.01 0.01 0.01 35.342
-0.15 -0.13 -0.10 0.25 0.06 -0.58 0.01 0.01 0.01 35.352
-0.14 -0.13 -0.09 0.25 0.06 -0.58 0.01 0.01 0.01 35.362
-0.13 -0.13 -0.08 0.25 0.06 -0.58 0.01 0.01 0.01 35.372
-0.12 -0.12 -0.06 0.25 0.06 -0.59 0.01 0.01 0.01 35.380
